dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,casual,registered,cnt,season_desc,weather_desc,weekday_desc,month_desc,holiday_desc,workingday_desc,hr
2011-06-28,3,0,6,0,2,1,1,0.744167,0.634167,732,3916,4648,Fall,Clear/Partly Cloudy,Tuesday,Jun,Not Holiday,Working Day,
2011-06-29,3,0,6,0,3,1,1,0.728333,0.497917,848,4377,5225,Fall,Clear/Partly Cloudy,Wednesday,Jun,Not Holiday,Working Day,
2011-06-30,3,0,6,0,4,1,1,0.696667,0.434167,1027,4488,5515,Fall,Clear/Partly Cloudy,Thursday,Jun,Not Holiday,Working Day,
2011-07-01,3,0,7,0,5,1,1,0.7225,0.39625,1246,4116,5362,Fall,Clear/Partly Cloudy,Friday,Jul,Not Holiday,Working Day,
2011-07-02,3,0,7,0,6,0,1,0.738333,0.444583,2204,2915,5119,Fall,Clear/Partly Cloudy,Saturday,Jul,Not Holiday,Weekend/Holiday,
2011-07-03,3,0,7,0,0,0,2,0.716667,0.6825,2282,2367,4649,Fall,Mist/Cloudy,Sunday,Jul,Not Holiday,Weekend/Holiday,
2011-07-04,3,0,7,1,1,0,2,0.726667,0.637917,3065,2978,6043,Fall,Mist/Cloudy,Monday,Jul,Holiday,Weekend/Holiday,
2011-07-05,3,0,7,0,2,1,1,0.746667,0.590417,1031,3634,4665,Fall,Clear/Partly Cloudy,Tuesday,Jul,Not Holiday,Working Day,
2011-07-06,3,0,7,0,3,1,1,0.72,0.743333,784,3845,4629,Fall,Clear/Partly Cloudy,Wednesday,Jul,Not Holiday,Working Day,
2011-07-07,3,0,7,0,4,1,1,0.75,0.65125,754,3838,4592,Fall,Clear/Partly Cloudy,Thursday,Jul,Not Holiday,Working Day,
2011-07-08,3,0,7,0,5,1,2,0.709167,0.757917,692,3348,4040,Fall,Mist/Cloudy,Friday,Jul,Not Holiday,Working Day,
2011-07-09,3,0,7,0,6,0,1,0.733333,0.609167,1988,3348,5336,Fall,Clear/Partly Cloudy,Saturday,Jul,Not Holiday,Weekend/Holiday,
2011-07-10,3,0,7,0,0,0,1,0.7475,0.578333,1743,3138,4881,Fall,Clear/Partly Cloudy,Sunday,Jul,Not Holiday,Weekend/Holiday,
2011-07-11,3,0,7,0,1,1,1,0.7625,0.635833,723,3363,4086,Fall,Clear/Partly Cloudy,Monday,Jul,Not Holiday,Working Day,
2011-07-12,3,0,7,0,2,1,1,0.794167,0.559167,662,3596,4258,Fall,Clear/Partly Cloudy,Tuesday,Jul,Not Holiday,Working Day,
2011-07-13,3,0,7,0,3,1,1,0.746667,0.631667,748,3594,4342,Fall,Clear/Partly Cloudy,Wednesday,Jul,Not Holiday,Working Day,
2011-07-14,3,0,7,0,4,1,1,0.680833,0.47625,888,4196,5084,Fall,Clear/Partly Cloudy,Thursday,Jul,Not Holiday,Working Day,
2011-07-15,3,0,7,0,5,1,1,0.663333,0.59125,1318,4220,5538,Fall,Clear/Partly Cloudy,Friday,Jul,Not Holiday,Working Day,
2011-07-16,3,0,7,0,6,0,1,0.686667,0.585,2418,3505,5923,Fall,Clear/Partly Cloudy,Saturday,Jul,Not Holiday,Weekend/Holiday,
2011-07-17,3,0,7,0,0,0,1,0.719167,0.604167,2006,3296,5302,Fall,Clear/Partly Cloudy,Sunday,Jul,Not Holiday,Weekend/Holiday,
2011-07-18,3,0,7,0,1,1,1,0.746667,0.65125,841,3617,4458,Fall,Clear/Partly Cloudy,Monday,Jul,Not Holiday,Working Day,
2011-07-19,3,0,7,0,2,1,1,0.776667,0.650417,752,3789,4541,Fall,Clear/Partly Cloudy,Tuesday,Jul,Not Holiday,Working Day,
2011-07-20,3,0,7,0,3,1,1,0.768333,0.707083,644,3688,4332,Fall,Clear/Partly Cloudy,Wednesday,Jul,Not Holiday,Working Day,
2011-07-21,3,0,7,0,4,1,2,0.815,0.69125,632,3152,3784,Fall,Mist/Cloudy,Thursday,Jul,Not Holiday,Working Day,
2011-07-22,3,0,7,0,5,1,1,0.848333,0.580417,562,2825,3387,Fall,Clear/Partly Cloudy,Friday,Jul,Not Holiday,Working Day,
2011-07-23,3,0,7,0,6,0,1,0.849167,0.5,987,2298,3285,Fall,Clear/Partly Cloudy,Saturday,Jul,Not Holiday,Weekend/Holiday,
2011-07-24,3,0,7,0,0,0,1,0.83,0.550833,1050,2556,3606,Fall,Clear/Partly Cloudy,Sunday,Jul,Not Holiday,Weekend/Holiday,
2011-07-25,3,0,7,0,1,1,1,0.743333,0.757083,568,3272,3840,Fall,Clear/Partly Cloudy,Monday,Jul,Not Holiday,Working Day,
2011-07-26,3,0,7,0,2,1,1,0.771667,0.540833,750,3840,4590,Fall,Clear/Partly Cloudy,Tuesday,Jul,Not Holiday,Working Day,
2011-07-27,3,0,7,0,3,1,1,0.775,0.402917,755,3901,4656,Fall,Clear/Partly Cloudy,Wednesday,Jul,Not Holiday,Working Day,
2011-07-28,3,0,7,0,4,1,1,0.779167,0.583333,606,3784,4390,Fall,Clear/Partly Cloudy,Thursday,Jul,Not Holiday,Working Day,
2011-07-29,3,0,7,0,5,1,1,0.838333,0.5425,670,3176,3846,Fall,Clear/Partly Cloudy,Friday,Jul,Not Holiday,Working Day,
2011-07-30,3,0,7,0,6,0,1,0.804167,0.465833,1559,2916,4475,Fall,Clear/Partly Cloudy,Saturday,Jul,Not Holiday,Weekend/Holiday,
2011-07-31,3,0,7,0,0,0,1,0.805833,0.480833,1524,2778,4302,Fall,Clear/Partly Cloudy,Sunday,Jul,Not Holiday,Weekend/Holiday,
2011-08-01,3,0,8,0,1,1,1,0.771667,0.550833,729,3537,4266,Fall,Clear/Partly Cloudy,Monday,Aug,Not Holiday,Working Day,
2011-08-02,3,0,8,0,2,1,1,0.783333,0.49125,801,4044,4845,Fall,Clear/Partly Cloudy,Tuesday,Aug,Not Holiday,Working Day,
2011-08-03,3,0,8,0,3,1,2,0.731667,0.6575,467,3107,3574,Fall,Mist/Cloudy,Wednesday,Aug,Not Holiday,Working Day,
2011-08-04,3,0,8,0,4,1,2,0.71,0.7575,799,3777,4576,Fall,Mist/Cloudy,Thursday,Aug,Not Holiday,Working Day,
2011-08-05,3,0,8,0,5,1,1,0.710833,0.630833,1023,3843,4866,Fall,Clear/Partly Cloudy,Friday,Aug,Not Holiday,Working Day,
2011-08-06,3,0,8,0,6,0,2,0.716667,0.755,1521,2773,4294,Fall,Mist/Cloudy,Saturday,Aug,Not Holiday,Weekend/Holiday,
2011-08-07,3,0,8,0,0,0,1,0.7425,0.752917,1298,2487,3785,Fall,Clear/Partly Cloudy,Sunday,Aug,Not Holiday,Weekend/Holiday,
2011-08-08,3,0,8,0,1,1,1,0.765,0.592083,846,3480,4326,Fall,Clear/Partly Cloudy,Monday,Aug,Not Holiday,Working Day,
2011-08-09,3,0,8,0,2,1,1,0.775,0.570417,907,3695,4602,Fall,Clear/Partly Cloudy,Tuesday,Aug,Not Holiday,Working Day,
2011-08-10,3,0,8,0,3,1,1,0.766667,0.424167,884,3896,4780,Fall,Clear/Partly Cloudy,Wednesday,Aug,Not Holiday,Working Day,
2011-08-11,3,0,8,0,4,1,1,0.7175,0.42375,812,3980,4792,Fall,Clear/Partly Cloudy,Thursday,Aug,Not Holiday,Working Day,
2011-08-12,3,0,8,0,5,1,1,0.708333,0.415,1051,3854,4905,Fall,Clear/Partly Cloudy,Friday,Aug,Not Holiday,Working Day,
2011-08-13,3,0,8,0,6,0,2,0.685833,0.729583,1504,2646,4150,Fall,Mist/Cloudy,Saturday,Aug,Not Holiday,Weekend/Holiday,
2011-08-14,3,0,8,0,0,0,2,0.676667,0.8175,1338,2482,3820,Fall,Mist/Cloudy,Sunday,Aug,Not Holiday,Weekend/Holiday,
2011-08-15,3,0,8,0,1,1,1,0.665833,0.712083,775,3563,4338,Fall,Clear/Partly Cloudy,Monday,Aug,Not Holiday,Working Day,
2011-08-16,3,0,8,0,2,1,1,0.700833,0.578333,721,4004,4725,Fall,Clear/Partly Cloudy,Tuesday,Aug,Not Holiday,Working Day,
2011-08-17,3,0,8,0,3,1,1,0.723333,0.575417,668,4026,4694,Fall,Clear/Partly Cloudy,Wednesday,Aug,Not Holiday,Working Day,
2011-08-18,3,0,8,0,4,1,1,0.711667,0.654583,639,3166,3805,Fall,Clear/Partly Cloudy,Thursday,Aug,Not Holiday,Working Day,
2011-08-19,3,0,8,0,5,1,2,0.685,0.722917,797,3356,4153,Fall,Mist/Cloudy,Friday,Aug,Not Holiday,Working Day,
2011-08-20,3,0,8,0,6,0,1,0.6975,0.674167,1914,3277,5191,Fall,Clear/Partly Cloudy,Saturday,Aug,Not Holiday,Weekend/Holiday,
2011-08-21,3,0,8,0,0,0,1,0.710833,0.77,1249,2624,3873,Fall,Clear/Partly Cloudy,Sunday,Aug,Not Holiday,Weekend/Holiday,
2011-08-22,3,0,8,0,1,1,1,0.691667,0.47,833,3925,4758,Fall,Clear/Partly Cloudy,Monday,Aug,Not Holiday,Working Day,
2011-08-23,3,0,8,0,2,1,1,0.640833,0.455417,1281,4614,5895,Fall,Clear/Partly Cloudy,Tuesday,Aug,Not Holiday,Working Day,
2011-08-24,3,0,8,0,3,1,1,0.673333,0.605,949,4181,5130,Fall,Clear/Partly Cloudy,Wednesday,Aug,Not Holiday,Working Day,
2011-08-25,3,0,8,0,4,1,2,0.684167,0.771667,435,3107,3542,Fall,Mist/Cloudy,Thursday,Aug,Not Holiday,Working Day,
2011-08-26,3,0,8,0,5,1,1,0.7,0.76125,768,3893,4661,Fall,Clear/Partly Cloudy,Friday,Aug,Not Holiday,Working Day,
2011-08-27,3,0,8,0,6,0,2,0.68,0.85,226,889,1115,Fall,Mist/Cloudy,Saturday,Aug,Not Holiday,Weekend/Holiday,
2011-08-28,3,0,8,0,0,0,1,0.707059,0.561765,1415,2919,4334,Fall,Clear/Partly Cloudy,Sunday,Aug,Not Holiday,Weekend/Holiday,
2011-08-29,3,0,8,0,1,1,1,0.636667,0.554583,729,3905,4634,Fall,Clear/Partly Cloudy,Monday,Aug,Not Holiday,Working Day,
2011-08-30,3,0,8,0,2,1,1,0.639167,0.548333,775,4429,5204,Fall,Clear/Partly Cloudy,Tuesday,Aug,Not Holiday,Working Day,
2011-08-31,3,0,8,0,3,1,1,0.656667,0.597917,688,4370,5058,Fall,Clear/Partly Cloudy,Wednesday,Aug,Not Holiday,Working Day,
2011-09-01,3,0,9,0,4,1,1,0.655,0.639167,783,4332,5115,Fall,Clear/Partly Cloudy,Thursday,Sep,Not Holiday,Working Day,
2011-09-02,3,0,9,0,5,1,2,0.643333,0.727083,875,3852,4727,Fall,Mist/Cloudy,Friday,Sep,Not Holiday,Working Day,
2011-09-03,3,0,9,0,6,0,1,0.669167,0.716667,1935,2549,4484,Fall,Clear/Partly Cloudy,Saturday,Sep,Not Holiday,Weekend/Holiday,
2011-09-04,3,0,9,0,0,0,1,0.709167,0.742083,2521,2419,4940,Fall,Clear/Partly Cloudy,Sunday,Sep,Not Holiday,Weekend/Holiday,
2011-09-05,3,0,9,1,1,0,2,0.673333,0.790417,1236,2115,3351,Fall,Mist/Cloudy,Monday,Sep,Holiday,Weekend/Holiday,
2011-09-06,3,0,9,0,2,1,3,0.54,0.886957,204,2506,2710,Fall,Light Snow/Rain,Tuesday,Sep,Not Holiday,Working Day,
2011-09-07,3,0,9,0,3,1,3,0.599167,0.917083,118,1878,1996,Fall,Light Snow/Rain,Wednesday,Sep,Not Holiday,Working Day,
2011-09-08,3,0,9,0,4,1,3,0.633913,0.939565,153,1689,1842,Fall,Light Snow/Rain,Thursday,Sep,Not Holiday,Working Day,
2011-09-09,3,0,9,0,5,1,2,0.65,0.897917,417,3127,3544,Fall,Mist/Cloudy,Friday,Sep,Not Holiday,Working Day,
2011-09-10,3,0,9,0,6,0,1,0.66,0.75375,1750,3595,5345,Fall,Clear/Partly Cloudy,Saturday,Sep,Not Holiday,Weekend/Holiday,
2011-09-11,3,0,9,0,0,0,1,0.653333,0.71375,1633,3413,5046,Fall,Clear/Partly Cloudy,Sunday,Sep,Not Holiday,Weekend/Holiday,
2011-09-12,3,0,9,0,1,1,1,0.644348,0.692174,690,4023,4713,Fall,Clear/Partly Cloudy,Monday,Sep,Not Holiday,Working Day,
2011-09-13,3,0,9,0,2,1,1,0.650833,0.7125,701,4062,4763,Fall,Clear/Partly Cloudy,Tuesday,Sep,Not Holiday,Working Day,
2011-09-14,3,0,9,0,3,1,1,0.673333,0.697083,647,4138,4785,Fall,Clear/Partly Cloudy,Wednesday,Sep,Not Holiday,Working Day,
2011-09-15,3,0,9,0,4,1,2,0.5775,0.709167,428,3231,3659,Fall,Mist/Cloudy,Thursday,Sep,Not Holiday,Working Day,
2011-09-16,3,0,9,0,5,1,2,0.469167,0.590417,742,4018,4760,Fall,Mist/Cloudy,Friday,Sep,Not Holiday,Working Day,
2011-09-17,3,0,9,0,6,0,2,0.491667,0.718333,1434,3077,4511,Fall,Mist/Cloudy,Saturday,Sep,Not Holiday,Weekend/Holiday,
2011-09-18,3,0,9,0,0,0,1,0.5075,0.695,1353,2921,4274,Fall,Clear/Partly Cloudy,Sunday,Sep,Not Holiday,Weekend/Holiday,
2011-09-19,3,0,9,0,1,1,2,0.549167,0.69,691,3848,4539,Fall,Mist/Cloudy,Monday,Sep,Not Holiday,Working Day,
2011-09-20,3,0,9,0,2,1,2,0.561667,0.88125,438,3203,3641,Fall,Mist/Cloudy,Tuesday,Sep,Not Holiday,Working Day,
2011-09-21,3,0,9,0,3,1,2,0.595,0.9,539,3813,4352,Fall,Mist/Cloudy,Wednesday,Sep,Not Holiday,Working Day,
2011-09-22,3,0,9,0,4,1,2,0.628333,0.902083,555,4240,4795,Fall,Mist/Cloudy,Thursday,Sep,Not Holiday,Working Day,
2011-09-23,4,0,9,0,5,1,2,0.609167,0.9725,258,2137,2395,Winter,Mist/Cloudy,Friday,Sep,Not Holiday,Working Day,
2011-09-24,4,0,9,0,6,0,2,0.606667,0.8625,1776,3647,5423,Winter,Mist/Cloudy,Saturday,Sep,Not Holiday,Weekend/Holiday,
2011-09-25,4,0,9,0,0,0,2,0.634167,0.845,1544,3466,5010,Winter,Mist/Cloudy,Sunday,Sep,Not Holiday,Weekend/Holiday,
2011-09-26,4,0,9,0,1,1,2,0.649167,0.848333,684,3946,4630,Winter,Mist/Cloudy,Monday,Sep,Not Holiday,Working Day,
2011-09-27,4,0,9,0,2,1,2,0.636667,0.885417,477,3643,4120,Winter,Mist/Cloudy,Tuesday,Sep,Not Holiday,Working Day,
2011-09-28,4,0,9,0,3,1,2,0.635,0.84875,480,3427,3907,Winter,Mist/Cloudy,Wednesday,Sep,Not Holiday,Working Day,
2011-09-29,4,0,9,0,4,1,1,0.616667,0.699167,653,4186,4839,Winter,Clear/Partly Cloudy,Thursday,Sep,Not Holiday,Working Day,
2011-09-30,4,0,9,0,5,1,1,0.564167,0.6475,830,4372,5202,Winter,Clear/Partly Cloudy,Friday,Sep,Not Holiday,Working Day,
2011-10-01,4,0,10,0,6,0,2,0.41,0.75375,480,1949,2429,Winter,Mist/Cloudy,Saturday,Oct,Not Holiday,Weekend/Holiday,
2011-10-02,4,0,10,0,0,0,2,0.356667,0.791667,616,2302,2918,Winter,Mist/Cloudy,Sunday,Oct,Not Holiday,Weekend/Holiday,
2011-10-03,4,0,10,0,1,1,2,0.384167,0.760833,330,3240,3570,Winter,Mist/Cloudy,Monday,Oct,Not Holiday,Working Day,
2011-10-04,4,0,10,0,2,1,1,0.484167,0.71,486,3970,4456,Winter,Clear/Partly Cloudy,Tuesday,Oct,Not Holiday,Working Day,
2011-10-05,4,0,10,0,3,1,1,0.538333,0.647917,559,4267,4826,Winter,Clear/Partly Cloudy,Wednesday,Oct,Not Holiday,Working Day,
2011-10-06,4,0,10,0,4,1,1,0.494167,0.620833,639,4126,4765,Winter,Clear/Partly Cloudy,Thursday,Oct,Not Holiday,Working Day,
2011-10-07,4,0,10,0,5,1,1,0.510833,0.684167,949,4036,4985,Winter,Clear/Partly Cloudy,Friday,Oct,Not Holiday,Working Day,
2011-10-08,4,0,10,0,6,0,1,0.521667,0.70125,2235,3174,5409,Winter,Clear/Partly Cloudy,Saturday,Oct,Not Holiday,Weekend/Holiday,
2011-10-09,4,0,10,0,0,0,1,0.540833,0.7275,2397,3114,5511,Winter,Clear/Partly Cloudy,Sunday,Oct,Not Holiday,Weekend/Holiday,
2011-10-10,4,0,10,1,1,0,1,0.570833,0.73375,1514,3603,5117,Winter,Clear/Partly Cloudy,Monday,Oct,Holiday,Weekend/Holiday,
2011-10-11,4,0,10,0,2,1,2,0.566667,0.80875,667,3896,4563,Winter,Mist/Cloudy,Tuesday,Oct,Not Holiday,Working Day,
2011-10-12,4,0,10,0,3,1,3,0.543333,0.90625,217,2199,2416,Winter,Light Snow/Rain,Wednesday,Oct,Not Holiday,Working Day,
2011-10-13,4,0,10,0,4,1,2,0.589167,0.896667,290,2623,2913,Winter,Mist/Cloudy,Thursday,Oct,Not Holiday,Working Day,
2011-10-14,4,0,10,0,5,1,2,0.550833,0.71625,529,3115,3644,Winter,Mist/Cloudy,Friday,Oct,Not Holiday,Working Day,
2011-10-15,4,0,10,0,6,0,1,0.506667,0.483333,1899,3318,5217,Winter,Clear/Partly Cloudy,Saturday,Oct,Not Holiday,Weekend/Holiday,
2011-10-16,4,0,10,0,0,0,1,0.511667,0.486667,1748,3293,5041,Winter,Clear/Partly Cloudy,Sunday,Oct,Not Holiday,Weekend/Holiday,
2011-10-17,4,0,10,0,1,1,1,0.534167,0.579583,713,3857,4570,Winter,Clear/Partly Cloudy,Monday,Oct,Not Holiday,Working Day,
2011-10-18,4,0,10,0,2,1,2,0.5325,0.701667,637,4111,4748,Winter,Mist/Cloudy,Tuesday,Oct,Not Holiday,Working Day,
2011-10-19,4,0,10,0,3,1,3,0.541739,0.895217,254,2170,2424,Winter,Light Snow/Rain,Wednesday,Oct,Not Holiday,Working Day,
2011-10-20,4,0,10,0,4,1,1,0.475833,0.63625,471,3724,4195,Winter,Clear/Partly Cloudy,Thursday,Oct,Not Holiday,Working Day,
2011-10-21,4,0,10,0,5,1,1,0.4275,0.574167,676,3628,4304,Winter,Clear/Partly Cloudy,Friday,Oct,Not Holiday,Working Day,
2011-10-22,4,0,10,0,6,0,1,0.4225,0.629167,1499,2809,4308,Winter,Clear/Partly Cloudy,Saturday,Oct,Not Holiday,Weekend/Holiday,
2011-10-23,4,0,10,0,0,0,1,0.421667,0.74125,1619,2762,4381,Winter,Clear/Partly Cloudy,Sunday,Oct,Not Holiday,Weekend/Holiday,
2011-10-24,4,0,10,0,1,1,1,0.463333,0.772083,699,3488,4187,Winter,Clear/Partly Cloudy,Monday,Oct,Not Holiday,Working Day,
2011-10-25,4,0,10,0,2,1,1,0.471667,0.622917,695,3992,4687,Winter,Clear/Partly Cloudy,Tuesday,Oct,Not Holiday,Working Day,
2011-10-26,4,0,10,0,3,1,2,0.484167,0.720417,404,3490,3894,Winter,Mist/Cloudy,Wednesday,Oct,Not Holiday,Working Day,
2011-10-27,4,0,10,0,4,1,2,0.47,0.812917,240,2419,2659,Winter,Mist/Cloudy,Thursday,Oct,Not Holiday,Working Day,
2011-10-28,4,0,10,0,5,1,2,0.330833,0.585833,456,3291,3747,Winter,Mist/Cloudy,Friday,Oct,Not Holiday,Working Day,
2011-10-29,4,0,10,0,6,0,3,0.254167,0.8825,57,570,627,Winter,Light Snow/Rain,Saturday,Oct,Not Holiday,Weekend/Holiday,
2011-10-30,4,0,10,0,0,0,1,0.319167,0.62375,885,2446,3331,Winter,Clear/Partly Cloudy,Sunday,Oct,Not Holiday,Weekend/Holiday,
2011-10-31,4,0,10,0,1,1,1,0.34,0.703333,362,3307,3669,Winter,Clear/Partly Cloudy,Monday,Oct,Not Holiday,Working Day,
2011-11-01,4,0,11,0,2,1,1,0.400833,0.68375,410,3658,4068,Winter,Clear/Partly Cloudy,Tuesday,Nov,Not Holiday,Working Day,
2011-11-02,4,0,11,0,3,1,1,0.3775,0.71875,370,3816,4186,Winter,Clear/Partly Cloudy,Wednesday,Nov,Not Holiday,Working Day,
2011-11-03,4,0,11,0,4,1,1,0.408333,0.702083,318,3656,3974,Winter,Clear/Partly Cloudy,Thursday,Nov,Not Holiday,Working Day,
2011-11-04,4,0,11,0,5,1,2,0.403333,0.6225,470,3576,4046,Winter,Mist/Cloudy,Friday,Nov,Not Holiday,Working Day,
2011-11-05,4,0,11,0,6,0,1,0.326667,0.519167,1156,2770,3926,Winter,Clear/Partly Cloudy,Saturday,Nov,Not Holiday,Weekend/Holiday,
2011-11-06,4,0,11,0,0,0,1,0.348333,0.734583,952,2697,3649,Winter,Clear/Partly Cloudy,Sunday,Nov,Not Holiday,Weekend/Holiday,
2011-11-07,4,0,11,0,1,1,1,0.395,0.75875,373,3662,4035,Winter,Clear/Partly Cloudy,Monday,Nov,Not Holiday,Working Day,
2011-11-08,4,0,11,0,2,1,1,0.408333,0.721667,376,3829,4205,Winter,Clear/Partly Cloudy,Tuesday,Nov,Not Holiday,Working Day,
2011-11-09,4,0,11,0,3,1,1,0.4,0.758333,305,3804,4109,Winter,Clear/Partly Cloudy,Wednesday,Nov,Not Holiday,Working Day,
2011-11-10,4,0,11,0,4,1,2,0.38,0.813333,190,2743,2933,Winter,Mist/Cloudy,Thursday,Nov,Not Holiday,Working Day,
2011-11-11,4,0,11,1,5,0,1,0.324167,0.44625,440,2928,3368,Winter,Clear/Partly Cloudy,Friday,Nov,Holiday,Weekend/Holiday,
2011-11-12,4,0,11,0,6,0,1,0.356667,0.552917,1275,2792,4067,Winter,Clear/Partly Cloudy,Saturday,Nov,Not Holiday,Weekend/Holiday,
2011-11-13,4,0,11,0,0,0,1,0.440833,0.458333,1004,2713,3717,Winter,Clear/Partly Cloudy,Sunday,Nov,Not Holiday,Weekend/Holiday,
2011-11-14,4,0,11,0,1,1,1,0.53,0.587083,595,3891,4486,Winter,Clear/Partly Cloudy,Monday,Nov,Not Holiday,Working Day,
2011-11-15,4,0,11,0,2,1,2,0.53,0.68875,449,3746,4195,Winter,Mist/Cloudy,Tuesday,Nov,Not Holiday,Working Day,
2011-11-16,4,0,11,0,3,1,3,0.456667,0.93,145,1672,1817,Winter,Light Snow/Rain,Wednesday,Nov,Not Holiday,Working Day,
2011-11-17,4,0,11,0,4,1,2,0.341667,0.575833,139,2914,3053,Winter,Mist/Cloudy,Thursday,Nov,Not Holiday,Working Day,
2011-11-18,4,0,11,0,5,1,1,0.274167,0.41,245,3147,3392,Winter,Clear/Partly Cloudy,Friday,Nov,Not Holiday,Working Day,
2011-11-19,4,0,11,0,6,0,1,0.329167,0.502083,943,2720,3663,Winter,Clear/Partly Cloudy,Saturday,Nov,Not Holiday,Weekend/Holiday,
2011-11-20,4,0,11,0,0,0,2,0.463333,0.684583,787,2733,3520,Winter,Mist/Cloudy,Sunday,Nov,Not Holiday,Weekend/Holiday,
2011-11-21,4,0,11,0,1,1,3,0.4475,0.91,220,2545,2765,Winter,Light Snow/Rain,Monday,Nov,Not Holiday,Working Day,
2011-11-22,4,0,11,0,2,1,3,0.416667,0.9625,69,1538,1607,Winter,Light Snow/Rain,Tuesday,Nov,Not Holiday,Working Day,
2011-11-23,4,0,11,0,3,1,2,0.440833,0.757917,112,2454,2566,Winter,Mist/Cloudy,Wednesday,Nov,Not Holiday,Working Day,
2011-11-24,4,0,11,1,4,0,1,0.373333,0.549167,560,935,1495,Winter,Clear/Partly Cloudy,Thursday,Nov,Holiday,Weekend/Holiday,
2011-11-25,4,0,11,0,5,1,1,0.375,0.64375,1095,1697,2792,Winter,Clear/Partly Cloudy,Friday,Nov,Not Holiday,Working Day,
2011-11-26,4,0,11,0,6,0,1,0.375833,0.681667,1249,1819,3068,Winter,Clear/Partly Cloudy,Saturday,Nov,Not Holiday,Weekend/Holiday,
2011-11-27,4,0,11,0,0,0,1,0.459167,0.698333,810,2261,3071,Winter,Clear/Partly Cloudy,Sunday,Nov,Not Holiday,Weekend/Holiday,
2011-11-28,4,0,11,0,1,1,1,0.503478,0.743043,253,3614,3867,Winter,Clear/Partly Cloudy,Monday,Nov,Not Holiday,Working Day,
2011-11-29,4,0,11,0,2,1,2,0.458333,0.830833,96,2818,2914,Winter,Mist/Cloudy,Tuesday,Nov,Not Holiday,Working Day,
2011-11-30,4,0,11,0,3,1,1,0.325,0.613333,188,3425,3613,Winter,Clear/Partly Cloudy,Wednesday,Nov,Not Holiday,Working Day,
2011-12-01,4,0,12,0,4,1,1,0.3125,0.524583,182,3545,3727,Winter,Clear/Partly Cloudy,Thursday,Dec,Not Holiday,Working Day,
2011-12-02,4,0,12,0,5,1,1,0.314167,0.625833,268,3672,3940,Winter,Clear/Partly Cloudy,Friday,Dec,Not Holiday,Working Day,
2011-12-03,4,0,12,0,6,0,1,0.299167,0.612917,706,2908,3614,Winter,Clear/Partly Cloudy,Saturday,Dec,Not Holiday,Weekend/Holiday,
2011-12-04,4,0,12,0,0,0,1,0.330833,0.775833,634,2851,3485,Winter,Clear/Partly Cloudy,Sunday,Dec,Not Holiday,Weekend/Holiday,
2011-12-05,4,0,12,0,1,1,2,0.385833,0.827083,233,3578,3811,Winter,Mist/Cloudy,Monday,Dec,Not Holiday,Working Day,
2011-12-06,4,0,12,0,2,1,3,0.4625,0.949583,126,2468,2594,Winter,Light Snow/Rain,Tuesday,Dec,Not Holiday,Working Day,
2011-12-07,4,0,12,0,3,1,3,0.41,0.970417,50,655,705,Winter,Light Snow/Rain,Wednesday,Dec,Not Holiday,Working Day,
2011-12-08,4,0,12,0,4,1,1,0.265833,0.58,150,3172,3322,Winter,Clear/Partly Cloudy,Thursday,Dec,Not Holiday,Working Day,
2011-12-09,4,0,12,0,5,1,1,0.290833,0.695833,261,3359,3620,Winter,Clear/Partly Cloudy,Friday,Dec,Not Holiday,Working Day,
2011-12-10,4,0,12,0,6,0,1,0.275,0.5075,502,2688,3190,Winter,Clear/Partly Cloudy,Saturday,Dec,Not Holiday,Weekend/Holiday,
2011-12-11,4,0,12,0,0,0,1,0.220833,0.49,377,2366,2743,Winter,Clear/Partly Cloudy,Sunday,Dec,Not Holiday,Weekend/Holiday,
2011-12-12,4,0,12,0,1,1,1,0.238333,0.670833,143,3167,3310,Winter,Clear/Partly Cloudy,Monday,Dec,Not Holiday,Working Day,
2011-12-13,4,0,12,0,2,1,1,0.2825,0.59,155,3368,3523,Winter,Clear/Partly Cloudy,Tuesday,Dec,Not Holiday,Working Day,
2011-12-14,4,0,12,0,3,1,2,0.3175,0.66375,178,3562,3740,Winter,Mist/Cloudy,Wednesday,Dec,Not Holiday,Working Day,
2011-12-15,4,0,12,0,4,1,2,0.4225,0.634167,181,3528,3709,Winter,Mist/Cloudy,Thursday,Dec,Not Holiday,Working Day,
2011-12-16,4,0,12,0,5,1,2,0.375,0.500417,178,3399,3577,Winter,Mist/Cloudy,Friday,Dec,Not Holiday,Working Day,
2011-12-17,4,0,12,0,6,0,2,0.258333,0.560833,275,2464,2739,Winter,Mist/Cloudy,Saturday,Dec,Not Holiday,Weekend/Holiday,
2011-12-18,4,0,12,0,0,0,1,0.238333,0.58625,220,2211,2431,Winter,Clear/Partly Cloudy,Sunday,Dec,Not Holiday,Weekend/Holiday,
2011-12-19,4,0,12,0,1,1,1,0.276667,0.6375,260,3143,3403,Winter,Clear/Partly Cloudy,Monday,Dec,Not Holiday,Working Day,
2011-12-20,4,0,12,0,2,1,2,0.385833,0.595417,216,3534,3750,Winter,Mist/Cloudy,Tuesday,Dec,Not Holiday,Working Day,
2011-12-21,1,0,12,0,3,1,2,0.428333,0.858333,107,2553,2660,Spring,Mist/Cloudy,Wednesday,Dec,Not Holiday,Working Day,
